label	start	end	notes
P01	0.07295685199033321	3.6943057697913755	
P01	8.702554273133243	11.399303467240403	
P01	12.863253029755716	15.714102177811856	
P02	21.107600566026175	23.496149852235373	
P01	31.355247503633382	34.43724658261299	
P01	64.02443774081725	68.33923645138871	
P03	82.28528228377145	86.29188108644495	
P01	96.77067795497561	100.8543267346236	
