label	start	end	notes
P01	36.75018193581987	45.319015850967375	typical to end phrases in Mahour.
P01	68.33976368270694	76.14123933679647	with a slight difference, caused by syllables.
P01	99.64327165722953	105.94031847454825	variation
P01	119.17893405333075	125.47766644618171	with a slight difference.
