label	start	end	notes
P01	12.665250515369431	14.3631128785956	
P02	19.765402216133417	23.315478066515407	
P03	31.80478988264626	35.43204129499308	
P04	39.29081939323437	42.377841871827414	
P04	42.377841871827414	43.689826425229455	
P04	47.47142896150592	50.635627002063785	
P05	66.29021431877061	66.79185547154198	
P06	72.42567149497427	75.74422065946177	
P04	83.55523335663102	86.06343912048787	
