label	start	end	notes
P02	0.4877012051555093	2.404380273615929	variation. instaed of EFG, it can go as GFG
P02	14.949308148572648	15.960063287829804	To start many phrase; relative durations might get different. 
P01	23.41004758103297	27.101501133102584	To finish phrases in Daramad-e Abu'at, most of the time. 
P02	29.241672774104643	30.977534861089758	To start phrases in Daramad-e Abu'at, in many cases.
P02	37.016496371256466	38.785500660919276	
P01	51.79908323147309	53.95954361028966	
P02	81.78559127985814	85.82861183688676	typical for finishing phrases in Daramad
