label	start	end	notes
P02	4.545732544321614	8.28509456502673	very common melody movement.
P02	29.552716057787084	32.298810041742406	
P01	32.46848287277476	34.58791659829732	signature motif for many Nava phrases; especially to close a phrase.
P02	40.05243262870085	43.55441454520359	
P02	53.28272830852062	55.075460928864715	
P01	55.56836674030825	56.87337404393218	
P02	77.70214011210518	81.56061147715414	shorter version
